"","submission_date","state","tot_cases","new_case","tot_death","new_death","created_at"
"42952",2021-02-14,"IA",329120,401,5236,0,"2021-02-15T14:46:24.739"
"42953",2020-04-14,"NM",1407,62,36,5,"2020-04-16T00:00:00.000"
"42954",2021-05-28,"NY",1149873,547,19753,11,"2021-05-29T13:33:02.981"
"42955",2021-03-23,"TN",796017,1265,11747,34,"2021-03-22T00:00:00.000"
"42956",2020-05-09,"NM",4778,105,188,10,"2020-05-11T00:00:00.000"
"42957",2021-09-03,"PA",1311722,3438,28352,27,"2021-09-04T13:18:29.647"
"42960",2020-02-12,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42961",2020-03-05,"NY",12,11,0,0,"2020-03-26T16:22:39.452"
"42962",2020-08-04,"OH",95106,1143,3570,31,"2020-08-05T14:13:18.333"
"42963",2020-02-13,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"42964",2020-10-26,"TN",245993,3073,3131,31,"2020-10-25T00:00:00.000"
"42965",2020-07-19,"SD",7906,44,118,2,"2020-07-20T14:35:44.367"
"42967",2020-05-16,"OH",27474,520,1610,29,"2020-05-17T15:27:46.000"
"42968",2021-09-19,"NY",1304800,3520,20695,25,"2021-09-20T13:47:59.611"
"42969",2021-11-19,"TN",1303457,1611,16829,33,"2021-11-18T00:00:00.000"
"42971",2021-07-24,"NM",208697,210,4394,0,"2021-07-26T00:00:00.000"
"42972",2020-04-09,"NY",72910,5397,1787,242,"2020-04-08T16:22:39.452"
"42973",2020-05-31,"OH",35513,479,2155,6,"2020-06-01T14:17:42.906"
"42974",2021-07-10,"SD",124686,15,2039,0,"2021-07-12T13:16:46.339"
"42975",2021-01-15,"OH",814442,7149,10057,67,"2021-01-16T14:46:10.803"
"42976",2021-09-26,"SD",143054,127,2127,1,"2021-09-27T14:29:10.948"
"42977",2021-11-29,"NY",1564336,3994,22185,35,"2021-11-30T15:29:21.443"
"42980",2020-07-22,"NY",186442,355,8800,6,"2020-07-23T14:48:19.028"
"42981",2020-11-29,"PA",365285,5450,10351,76,"2020-11-29T00:00:00.000"
"42982",2021-12-01,"PA",1744526,7606,33521,100,"2021-12-02T14:35:20.922"
"42984",2021-05-13,"IA",368823,257,5997,3,"2021-05-14T14:07:22.113"
"42985",2020-05-06,"SD",2779,58,29,5,"2020-05-07T22:59:02.953"
"42986",2021-07-08,"PA",1218865,237,27729,11,"2021-07-08T00:00:00.000"
"42988",2020-05-02,"NY",140623,1999,5544,102,"2020-05-03T15:36:03.076"
"42990",2021-06-07,"IA",372064,35,6073,1,"2021-06-08T15:05:30.028"
"42991",2020-05-17,"OH",27923,449,1625,15,"2020-05-18T16:01:54.000"
"42992",2020-06-07,"NY",171128,323,8339,31,"2020-06-08T14:55:08.000"
"42993",2021-01-16,"TN",670341,2757,8311,79,"2021-01-15T00:00:00.000"
"42995",2021-01-27,"SD",107608,228,1739,34,"2021-01-28T14:49:07.741"
"42996",2021-02-23,"NM",183335,312,3533,9,"2021-02-25T00:00:00.000"
"42997",2020-08-27,"PA",136790,649,7635,11,"2020-08-27T00:00:00.000"
"42998",2021-03-20,"NY",985007,3859,18551,23,"2021-03-21T13:54:01.052"
"42999",2021-05-29,"OH",1101557,585,19861,0,"2021-05-30T13:32:12.197"
"43000",2021-03-21,"PA",993059,2366,24788,14,"2021-03-21T00:00:00.000"
"43001",2020-12-17,"PA",537851,9709,13392,224,"2020-12-17T00:00:00.000"
"43002",2020-12-30,"TN",569816,8070,6710,122,"2020-12-29T00:00:00.000"
"43003",2020-11-11,"SD",58696,1362,567,27,"2020-11-12T14:55:21.007"
"43004",2021-08-24,"SD",129411,785,2057,0,"2021-08-25T13:58:33.527"
"43005",2020-08-02,"OH",93031,944,3529,14,"2020-08-03T14:31:01.928"
"43006",2020-06-30,"SD",6764,48,91,0,"2020-07-01T15:45:16.790"
"43007",2020-08-29,"SD",12942,425,167,2,"2020-08-30T14:49:52.418"
"43008",2021-07-18,"OH",1117109,301,20437,0,"2021-07-19T14:21:19.093"
"43009",2021-02-09,"NY",850387,3514,17009,84,"2021-02-10T14:52:16.601"
"43010",2020-09-01,"NM",25460,108,746,7,"2020-09-03T00:00:00.000"
"43011",2021-10-19,"NY",1402567,1850,21432,25,"2021-10-20T14:03:53.515"
"43012",2021-06-11,"NY",1154481,265,19858,6,"2021-06-12T14:13:34.935"
"43013",2020-11-08,"SD",55404,1428,536,13,"2020-11-09T14:38:54.660"
"43014",2021-03-06,"SD",113378,149,1898,2,"2021-03-07T14:51:40.614"
"43015",2021-07-02,"IA",374054,45,6142,2,"2021-07-03T13:44:06.775"
"43016",2020-03-02,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"43017",2021-09-15,"NM",243085,686,4648,18,"2021-09-17T00:00:00.000"
"43018",2022-01-02,"IA",582348,0,7858,0,"2022-01-03T15:18:16.200"
"43019",2020-03-28,"TN",1244,207,6,3,"2020-03-27T00:00:00.000"
"43020",2021-01-01,"OH",700380,0,8962,0,"2021-01-02T14:50:51.219"
"43021",2021-11-04,"OH",1560695,4487,24763,0,"2021-11-05T14:19:47.220"
"43023",2021-03-21,"IA",345710,320,5675,1,"2021-03-22T13:57:09.215"
"43026",2020-04-26,"TN",9369,301,178,10,"2022-01-11T13:33:31.254"
"43027",2020-05-05,"IA",10111,408,207,19,"2020-05-06T16:23:08.000"
"43028",2020-10-20,"NY",231273,765,9164,9,"2020-10-21T13:34:31.370"
"43029",2021-05-24,"PA",1202357,613,27043,1,"2021-05-24T00:00:00.000"
"43030",2020-02-06,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"43032",2021-09-10,"IA",421168,2008,6337,0,"2021-09-11T13:20:03.309"
"43033",2020-03-09,"NM",0,0,0,0,"2020-03-11T00:00:00.000"
"43034",2020-06-27,"SD",6626,91,91,3,"2020-06-28T14:59:02.728"
"43035",2020-04-16,"PA",28229,1326,707,60,"2020-04-16T00:00:00.000"
"43036",2021-06-18,"IA",372971,75,6110,1,"2021-06-18T00:00:00.000"
"43037",2021-04-12,"NY",1072149,2750,19055,23,"2021-04-13T14:00:37.906"
"43039",2020-11-29,"IA",227963,1705,2376,16,"2020-11-30T14:51:40.262"
"43040",2020-10-05,"SD",24598,180,248,0,"2020-10-06T13:33:58.026"
"43041",2021-11-22,"SD",162790,415,2309,4,"2021-11-23T14:18:53.686"
"43042",2021-04-06,"NY",1048952,2850,18916,13,"2021-04-07T14:25:43.922"
"43043",2020-05-29,"IA",18956,371,523,17,"2020-05-30T15:47:59.813"
"43044",2021-08-27,"NY",1232380,4223,20226,14,"2021-08-28T13:53:26.280"
"43045",2022-01-03,"NY",2009686,22452,23777,56,"2022-01-04T14:43:16.993"
"43046",2021-02-16,"PA",905883,2391,23126,7,"2021-02-16T00:00:00.000"
"43047",2021-01-20,"OH",842433,6378,10409,73,"2021-01-21T14:44:32.423"
"43048",2021-08-23,"NY",1220826,2294,20177,13,"2021-08-24T14:24:26.650"
"43050",2020-08-31,"TN",152141,1460,1747,22,"2020-08-30T00:00:00.000"
"43051",2021-09-08,"OH",1268841,6823,21020,0,"2021-09-09T14:36:12.589"
"43052",2020-07-23,"IA",40635,635,818,10,"2020-07-24T14:18:40.590"
"43053",2021-01-24,"SD",107148,185,1705,9,"2021-01-25T14:42:40.885"
"43054",2020-06-09,"NM",9105,43,393,4,"2020-06-11T00:00:00.000"
"43056",2021-03-08,"SD",113596,7,1901,1,"2021-03-09T14:47:41.991"
"43057",2020-04-08,"SD",393,73,6,0,"2020-04-07T16:22:39.452"
"43058",2021-07-21,"NY",1163634,582,19963,3,"2021-07-22T15:06:50.836"
"43059",2021-12-21,"OH",1867724,12502,28277,249,"2021-12-22T14:47:22.436"
"43060",2020-12-26,"IA",274406,393,3744,0,"2020-12-27T14:44:47.209"
"43061",2020-05-07,"IA",11059,655,231,12,"2020-05-08T21:26:08.000"
"43062",2020-10-26,"OH",200231,2116,5217,11,"2020-10-27T13:47:53.687"
"43064",2021-01-26,"SD",107380,200,1705,0,"2021-01-27T14:53:24.793"
"43065",2020-02-15,"OH",0,0,0,0,"2020-03-26T16:22:39.452"
"43066",2020-05-08,"TN",14334,392,237,-2,"2020-05-07T00:00:00.000"
"43067",2020-09-26,"NM",28692,205,821,5,"2020-09-28T00:00:00.000"
"43068",2020-09-07,"TN",162377,822,1865,3,"2020-09-06T00:00:00.000"
"43069",2021-02-03,"NY",822958,3342,16513,107,"2021-02-04T14:53:58.929"
"43070",2021-06-07,"OH",1104903,255,19980,0,"2021-06-08T15:05:30.028"
"43071",2021-08-03,"IA",381755,645,6183,0,"2021-08-04T15:17:10.514"
"43072",2021-06-08,"OH",1105329,426,20021,41,"2021-06-09T14:26:44.647"
"43073",2021-05-11,"SD",123435,125,1981,0,"2021-05-12T14:33:56.412"
"43074",2020-01-27,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"43075",2020-02-04,"PA",0,0,0,0,"2020-03-26T16:22:39.452"
"43076",2021-06-28,"TN",865376,96,12557,4,"2021-06-27T00:00:00.000"
"43077",2021-09-09,"OH",1276738,7897,21020,0,"2021-09-10T14:35:13.034"
"43078",2022-01-06,"PA",2174846,27364,37366,255,"2022-01-07T15:48:33.461"
"43079",2020-09-03,"NM",25812,200,749,1,"2020-09-05T00:00:00.000"
"43080",2020-05-10,"SD",3517,124,34,0,"2020-05-11T21:26:08.000"
"43082",2021-03-30,"IA",350462,577,5729,0,"2021-03-31T14:08:03.160"
"43084",2020-08-28,"IA",62828,1344,1095,4,"2020-08-29T13:42:50.366"
"43085",2020-12-20,"NY",467569,6713,11467,101,"2020-12-21T14:39:53.673"
"43086",2020-07-29,"IA",43280,498,845,6,"2020-07-30T14:42:43.801"
"43087",2021-12-15,"NM",334324,1349,5516,25,"2021-12-16T15:10:47.494"
"43088",2021-11-22,"NY",1531063,4094,21994,27,"2021-11-23T14:18:53.686"
"43089",2021-05-20,"SD",123877,55,2001,7,"2021-05-21T14:08:46.635"
"43090",2020-02-21,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"43091",2021-08-26,"PA",1284750,3162,28158,27,"2021-08-26T00:00:00.000"
"43092",2020-08-31,"OH",123157,895,4138,10,"2020-09-01T14:09:34.811"
"43093",2021-08-19,"IA",394068,1098,6226,0,"2021-08-20T13:21:34.552"
"43094",2020-11-01,"SD",47324,1332,437,12,"2020-11-02T14:53:09.062"
"43095",2021-05-25,"NY",1148105,479,19722,7,"2021-05-26T13:48:32.554"
"43096",2021-07-25,"SD",125100,38,2041,0,"2021-07-26T13:52:25.259"
"43097",2021-04-18,"SD",121123,67,1953,0,"2021-04-19T15:04:26.482"
"43098",2020-11-19,"NM",74116,3665,1236,12,"2020-11-21T00:00:00.000"
"43099",2020-08-22,"NY",197324,386,8924,3,"2020-08-23T14:15:28.102"
"43100",2020-11-16,"NY",280349,2205,9518,21,"2020-11-17T14:52:47.621"
"43101",2021-02-27,"TN",766830,1124,11377,56,"2021-02-26T00:00:00.000"
"43102",2020-10-06,"TN",202210,2201,2597,20,"2020-10-05T00:00:00.000"
"43103",2020-07-21,"NM",17517,302,566,9,"2020-07-23T00:00:00.000"
"43104",2020-08-13,"OH",105426,1178,3755,21,"2020-08-14T14:30:03.326"
"43106",2021-11-16,"OH",1614054,5639,25813,170,"2021-11-17T16:09:28.720"
"43107",2021-01-05,"NM",148499,1184,2500,20,"2021-01-07T00:00:00.000"
"43108",2021-10-16,"IA",472958,627,6748,0,"2021-10-18T12:41:38.760"
"43109",2021-11-27,"NM",311118,1009,5310,0,"2021-11-29T13:20:44.042"
"43110",2020-08-16,"SD",10274,156,153,1,"2020-08-17T14:26:31.025"
"43111",2021-07-11,"PA",1219536,191,27749,4,"2021-07-11T00:00:00.000"
"43113",2020-08-07,"OH",98675,1204,3652,34,"2020-08-08T14:58:44.922"
"43115",2022-01-08,"OH",2170139,18310,30072,0,"2022-01-10T13:58:15.639"
"43117",2021-05-25,"NM",202405,184,4245,6,"2021-05-27T00:00:00.000"
"43119",2021-05-28,"IA",371226,88,6053,6,"2021-05-29T13:33:02.981"
"43120",2021-11-25,"SD",164292,0,2320,0,"2021-11-26T14:12:52.035"
"43122",2021-03-13,"NM",188167,183,3738,3,"2021-03-15T00:00:00.000"
"43123",2020-03-16,"OH",50,13,0,0,"2020-03-26T16:22:39.452"
"43124",2021-01-15,"NY",695193,12217,14457,132,"2021-01-16T14:46:10.803"
"43125",2020-11-05,"SD",51151,1360,482,22,"2020-11-06T15:33:41.082"
"43126",2021-09-08,"NM",238430,541,4576,15,"2021-09-10T00:00:00.000"
"43127",2021-05-31,"SD",124191,11,2014,4,"2021-06-01T15:18:33.855"
"43129",2020-09-16,"IA",76679,1290,1248,14,"2020-09-17T13:45:45.666"
"43130",2020-09-20,"NM",27579,67,798,0,"2020-09-22T00:00:00.000"
"43131",2020-05-18,"OH",28272,349,1657,32,"2020-05-19T15:45:23.000"
"43132",2021-08-24,"IA",398802,1280,6226,0,"2021-08-25T13:58:33.527"
"43133",2020-09-20,"OH",144309,762,4615,3,"2020-09-21T13:47:41.215"
"43134",2021-03-05,"OH",976230,1750,17656,467,"2021-03-06T15:08:48.630"
"43136",2021-04-15,"PA",1099655,4934,25566,44,"2021-04-15T00:00:00.000"
"43138",2021-10-26,"OH",1527976,3807,24164,209,"2021-10-27T14:21:35.386"
"43140",2021-01-04,"PA",673438,3636,16361,66,"2021-01-04T00:00:00.000"
"43141",2021-10-24,"OH",1521844,2540,23955,0,"2021-10-25T17:00:46.399"
"43142",2021-04-05,"NY",1046102,3465,18903,20,"2021-04-06T13:43:58.552"
"43143",2021-02-21,"IA",332641,413,5336,0,"2021-02-22T14:53:38.566"
"43144",2020-06-21,"OH",44808,546,2700,3,"2020-06-22T15:24:02.542"
"43145",2021-07-01,"NM",205629,87,4340,3,"2021-07-03T00:00:00.000"
"43146",2021-01-05,"TN",607087,4043,7168,143,"2021-01-04T00:00:00.000"
"43147",2021-08-28,"NM",230267,758,4504,0,"2021-08-30T00:00:00.000"
"43148",2020-08-31,"NY",200519,388,8952,1,"2020-09-01T14:09:34.811"
"43149",2021-09-29,"NY",1337434,3826,20938,30,"2021-09-30T14:57:48.020"
"43150",2021-07-30,"NY",1171416,1259,19983,2,"2021-07-31T13:56:41.471"
"43151",2020-06-25,"PA",88167,593,6579,22,"2020-06-25T00:00:00.000"
"43153",2022-01-10,"SD",191094,1683,2528,6,"2022-01-11T14:42:53.294"
"43154",2021-07-12,"SD",124716,15,2039,0,"2021-07-13T14:26:25.742"
"43155",2021-06-26,"PA",1216957,190,27643,7,"2021-06-26T00:00:00.000"
"43157",2021-08-27,"OH",1202728,4855,20799,70,"2021-08-28T13:53:26.280"
"43158",2021-11-28,"NY",1560342,4506,22150,27,"2021-11-29T14:21:14.169"
"43160",2021-12-25,"TN",1376263,4661,20449,0,"2021-12-24T00:00:00.000"
"43161",2021-07-22,"OH",1120120,822,20449,0,"2021-07-23T13:48:31.666"
"43162",2021-10-31,"OH",1545327,2416,24527,0,"2021-11-01T15:03:10.486"
"43165",2021-10-29,"SD",154482,396,2235,1,"2021-10-30T13:29:20.544"
"43166",2020-02-10,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"43167",2020-03-18,"NM",28,5,0,0,"2020-03-20T00:00:00.000"
"43168",2020-04-04,"IA",786,87,14,3,"2020-04-03T16:22:39.452"
"43169",2021-09-03,"OH",1241268,6179,20947,81,"2021-09-04T13:18:29.647"
"43170",2020-04-09,"IA",1270,125,29,2,"2020-04-08T16:22:39.452"
"43171",2022-01-16,"OH",2384107,26117,30922,0,"2022-01-17T15:24:48.868"
"43172",2021-09-25,"PA",1407792,4966,29128,64,"2021-09-27T13:21:43.831"
"43173",2021-02-10,"NY",854170,3783,17084,75,"2021-02-11T14:50:55.787"
"43174",2021-08-10,"NY",1189064,1722,20028,8,"2021-08-11T15:30:51.957"
"43175",2021-09-13,"PA",1350719,3150,28568,2,"2021-09-14T14:22:50.463"
"43176",2021-04-24,"PA",1137444,4009,25983,45,"2021-04-24T00:00:00.000"
"43179",2021-06-02,"NM",203222,71,4265,4,"2021-06-04T00:00:00.000"
"43180",2021-07-25,"NY",1166710,912,19973,7,"2021-07-26T13:52:25.259"
"43181",2021-07-26,"OH",1122647,543,20467,0,"2021-07-27T14:48:23.791"
"43182",2021-02-01,"TN",721802,2173,9650,76,"2021-01-31T00:00:00.000"
"43183",2021-06-22,"PA",1216145,250,27604,34,"2021-06-22T00:00:00.000"
"43184",2020-06-18,"IA",24854,393,680,7,"2020-06-19T15:01:11.041"
"43185",2020-04-07,"OH",4782,332,167,25,"2020-04-07T16:22:39.452"
"43186",2022-01-13,"NM",393736,5521,6109,36,"2022-01-14T14:51:43.996"
"43187",2021-09-11,"PA",1343444,5131,28566,31,"2021-09-13T12:52:39.088"
"43188",2021-02-24,"NY",903336,2826,17846,48,"2021-02-25T14:54:32.778"
"43189",2021-12-25,"SD",175677,0,2456,0,"2021-12-27T14:16:24.412"
"43191",2020-08-02,"SD",8955,88,135,1,"2020-08-03T14:31:01.928"
"43192",2020-06-24,"NY",176318,289,8636,9,"2020-06-25T14:07:27.526"
"43193",2020-08-05,"OH",96305,1199,3596,26,"2020-08-06T14:12:27.571"
"43194",2020-10-05,"NY",218630,465,9073,5,"2020-10-06T13:33:58.026"
"43195",2021-12-15,"SD",172744,444,2419,8,"2021-12-16T15:10:47.494"
"43196",2020-12-19,"NY",460856,6574,11366,99,"2020-12-20T14:32:33.200"
"43198",2021-04-29,"TN",840250,1193,12188,17,"2021-04-28T00:00:00.000"
"43199",2021-06-25,"TN",864935,221,12550,7,"2021-06-24T00:00:00.000"
"43201",2021-03-07,"PA",954784,1538,24349,32,"2021-03-07T00:00:00.000"
"43202",2020-11-21,"SD",72214,1144,777,36,"2020-11-22T15:02:23.399"
"43204",2020-09-19,"OH",143547,951,4612,4,"2020-09-20T13:53:10.094"
"43205",2021-09-15,"PA",1359263,4812,28696,45,"2021-09-16T14:24:46.593"
"43206",2021-12-01,"IA",530060,1839,7445,0,"2021-12-02T14:35:20.922"
"43207",2020-11-06,"TN",268862,1402,3509,31,"2020-11-05T00:00:00.000"
"43209",2021-07-13,"PA",1220002,336,27759,9,"2021-07-13T00:00:00.000"
"43210",2021-08-05,"NM",213247,670,4417,3,"2021-08-07T00:00:00.000"
"43211",2021-03-14,"NM",188311,144,3740,2,"2021-03-16T00:00:00.000"
"43212",2020-02-02,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"43213",2021-06-17,"NY",1155645,212,19889,2,"2021-06-18T13:48:26.536"
"43214",2020-02-02,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"43215",2020-03-29,"TN",1440,196,6,0,"2020-03-28T00:00:00.000"
"43216",2020-09-02,"NY",201412,444,8957,3,"2020-09-03T14:18:16.891"
"43217",2020-11-16,"TN",309977,6425,3893,16,"2020-11-15T00:00:00.000"
"43218",2020-05-14,"IA",13675,386,318,12,"2020-05-15T16:11:22.000"
"43219",2020-07-30,"TN",99268,1173,1020,21,"2020-07-29T00:00:00.000"
"43221",2020-05-06,"TN",13684,189,226,7,"2020-05-05T00:00:00.000"
"43222",2022-01-12,"SD",197912,2708,2534,6,"2022-01-13T14:34:51.057"
"43223",2020-02-07,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"43224",2021-11-20,"PA",1680752,6424,32911,86,"2021-11-22T13:59:30.630"
"43225",2020-10-03,"NM",30296,296,838,3,"2020-10-05T00:00:00.000"
"43226",2021-09-13,"TN",1153437,3445,14010,33,"2021-09-12T00:00:00.000"
"43227",2021-02-13,"TN",748639,1925,10893,81,"2021-02-12T00:00:00.000"
"43228",2020-04-09,"PA",18503,2033,338,28,"2020-04-09T00:00:00.000"
"43229",2020-12-26,"OH",664668,11018,8476,20,"2020-12-27T14:44:47.209"
"43233",2020-03-28,"NM",208,17,2,1,"2020-03-30T00:00:00.000"
"43234",2021-11-04,"SD",156564,441,2260,7,"2021-11-05T14:19:47.220"
"43235",2020-07-12,"TN",60765,1174,738,15,"2020-07-11T00:00:00.000"
"43236",2020-06-20,"IA",25496,221,682,1,"2020-06-21T14:32:57.913"
"43238",2020-05-26,"PA",72525,456,5265,113,"2020-05-26T00:00:00.000"
"43239",2021-01-21,"NM",166823,988,2945,35,"2021-01-23T00:00:00.000"
"43240",2020-02-18,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"43241",2020-03-21,"SD",14,0,1,0,"2020-03-26T16:22:39.452"
"43242",2020-11-27,"OH",399808,17065,6346,72,"2020-11-28T14:46:47.693"
"43243",2020-03-14,"TN",1,0,0,0,"2020-03-13T00:00:00.000"
"43244",2020-06-25,"OH",47651,892,2772,17,"2020-06-26T19:18:27.809"
"43246",2020-03-16,"SD",10,1,1,0,"2020-03-26T16:22:39.452"
"43247",2020-04-04,"TN",3147,252,37,5,"2020-04-03T00:00:00.000"
"43248",2021-09-04,"PA",1316505,4783,28380,28,"2021-09-06T13:20:57.768"
"43249",2021-10-13,"NM",262078,708,4899,14,"2021-10-15T00:00:00.000"
"43250",2021-09-06,"SD",134922,307,2074,0,"2021-09-07T15:14:40.815"
"43252",2021-04-09,"IA",356068,615,5849,6,"2021-04-10T13:45:46.495"
"43254",2020-05-01,"OH",18743,716,1002,27,"2020-05-02T15:47:19.352"
"43255",2021-06-02,"SD",124227,18,2019,5,"2021-06-03T15:22:54.120"
"43258",2021-03-16,"NM",188664,176,3748,7,"2021-03-18T00:00:00.000"
"43260",2021-08-01,"OH",1130134,857,20492,0,"2021-08-02T14:03:57.634"
"43261",2020-07-11,"IA",34647,751,748,5,"2020-07-12T15:13:57.799"
"43262",2020-04-22,"SD",1858,104,9,1,"2020-04-22T16:22:39.452"
"43263",2021-02-16,"OH",943291,2026,16453,59,"2021-02-17T14:51:58.706"
"43264",2021-08-17,"NY",1204930,2045,20096,10,"2021-08-18T14:45:06.728"
"43265",2021-08-22,"NM",225260,732,4470,0,"2021-08-24T00:00:00.000"
"43266",2021-09-03,"NY",1253112,3791,20352,20,"2021-09-04T13:18:29.647"
"43267",2020-05-23,"NY",162660,990,7762,46,"2020-05-24T14:15:55.571"
"43269",2021-05-04,"NY",1125497,1341,19480,26,"2021-05-05T14:14:20.639"
"43271",2020-04-07,"NM",794,108,13,1,"2020-04-09T00:00:00.000"
"43272",2020-02-11,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"43273",2021-08-14,"OH",1157782,2460,20614,0,"2021-08-16T12:55:48.962"
"43274",2020-12-29,"OH",682570,7526,8722,151,"2020-12-30T14:56:20.759"
"43275",2020-07-17,"SD",7789,95,116,1,"2020-07-18T16:14:26.601"
"43276",2021-10-23,"OH",1519304,3466,23955,0,"2021-10-25T15:25:56.107"
"43277",2020-05-15,"OH",26954,597,1581,47,"2020-05-16T15:46:44.000"
"43278",2020-07-22,"OH",78742,1527,3235,16,"2020-07-23T14:48:19.028"
"43279",2020-11-25,"IA",219609,3492,2271,45,"2020-11-26T14:44:21.114"
"43281",2021-12-31,"OH",2016095,20598,29447,667,"2022-01-01T14:12:51.540"
"43282",2021-07-10,"NM",206351,99,4351,0,"2021-07-12T00:00:00.000"
"43283",2021-02-11,"TN",744300,2140,10731,100,"2021-02-10T00:00:00.000"
"43284",2020-04-26,"IA",5475,383,118,6,"2020-05-25T15:38:40.000"
"43285",2021-03-25,"SD",116624,254,1927,3,"2021-03-26T14:14:54.115"
"43287",2020-09-28,"IA",86999,642,1321,6,"2020-09-29T13:50:42.951"
"43288",2021-02-13,"PA",899209,3850,23072,113,"2021-02-13T00:00:00.000"
"43289",2020-12-11,"NY",406146,7248,10669,71,"2020-12-12T14:59:37.544"
"43290",2020-10-28,"OH",205347,2607,5256,17,"2020-10-29T14:11:33.577"
"43291",2021-11-24,"IA",520318,1459,7354,0,"2021-11-25T14:14:48.693"
"43293",2020-05-26,"TN",20819,594,338,2,"2020-05-25T00:00:00.000"
"43295",2020-10-30,"NY",242921,1352,9259,8,"2020-10-31T13:30:31.395"
"43296",2020-11-18,"OH",318828,6385,5827,55,"2020-11-19T15:01:36.742"
"43297",2022-01-03,"TN",1453608,7615,20902,21,"2022-01-02T00:00:00.000"
"43300",2020-09-19,"TN",178675,1501,2196,32,"2020-09-18T00:00:00.000"
"43301",2020-07-02,"TN",45119,1418,609,5,"2020-07-01T00:00:00.000"
"43302",2021-10-03,"TN",1236077,1644,15288,29,"2021-10-02T00:00:00.000"
"43303",2020-05-04,"SD",2668,37,21,0,"2020-05-05T17:25:08.000"
"43304",2021-08-31,"PA",1300368,3249,28235,21,"2021-09-01T14:27:14.242"
"43305",2020-02-10,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"43306",2020-05-30,"SD",4960,94,62,3,"2020-05-31T14:43:17.781"
"43307",2021-02-18,"SD",110871,186,1847,3,"2021-02-19T15:33:51.934"
"43308",2021-12-19,"IA",557029,0,7680,0,"2021-12-20T15:18:49.276"
"43310",2020-11-29,"NM",95417,1435,1470,13,"2020-12-01T00:00:00.000"
"43311",2021-11-26,"OH",1669274,9143,26483,293,"2021-11-27T14:19:28.241"
"43312",2020-04-17,"NY",102290,3152,3560,313,"2020-04-17T16:22:39.452"
"43313",2021-05-30,"OH",1101934,377,19861,0,"2021-05-31T13:43:43.522"
"43314",2020-06-22,"NM",10694,129,454,0,"2020-06-24T00:00:00.000"
"43315",2021-11-18,"OH",1627051,6615,25813,0,"2021-11-19T15:04:49.744"
"43316",2021-11-01,"IA",488885,2753,6965,0,"2021-11-02T13:48:33.224"
"43317",2020-04-09,"OH",5512,364,213,20,"2020-04-08T16:22:39.452"
"43318",2020-12-12,"NM",118358,1793,1832,24,"2020-12-14T00:00:00.000"
"43319",2021-06-04,"OH",1104001,621,19980,57,"2021-06-05T13:49:07.740"
"43320",2022-01-05,"NM",361629,2513,5933,36,"2022-01-06T14:32:45.907"
"43321",2020-05-26,"NM",7130,104,316,5,"2020-05-28T00:00:00.000"
"43322",2021-10-16,"NM",264380,625,4930,0,"2021-10-18T00:00:00.000"
"43323",2020-12-05,"TN",390464,5358,4876,95,"2020-12-04T00:00:00.000"
"43324",2021-08-01,"NM",211132,358,4407,0,"2021-08-03T00:00:00.000"
"43325",2021-03-31,"NY",1026173,4197,18784,27,"2021-04-01T14:13:30.582"
"43327",2020-06-01,"IA",19698,146,549,15,"2020-06-02T14:16:17.049"
"43328",2021-01-22,"IA",310935,1335,4478,33,"2021-01-23T14:50:13.435"
"43330",2021-05-15,"NM",200828,178,4003,0,"2021-05-17T00:00:00.000"
"43331",2021-01-28,"IA",316684,1272,4532,32,"2021-01-29T14:42:19.981"
"43332",2020-09-27,"TN",189881,2115,2374,22,"2020-09-26T00:00:00.000"
"43335",2020-08-06,"PA",121669,815,7282,38,"2020-08-06T00:00:00.000"
"43336",2021-03-11,"IA",341575,473,5621,20,"2021-03-12T15:20:13.190"
"43337",2020-10-12,"SD",28925,361,288,2,"2020-10-13T13:29:38.712"
"43338",2021-04-30,"OH",1072312,1541,19284,96,"2021-05-01T13:43:22.175"
"43340",2020-11-22,"NY",301449,3461,9679,27,"2020-11-23T15:04:35.152"
"43341",2021-09-08,"SD",135538,309,2077,3,"2021-09-09T14:36:12.589"
